transcript_id,DMSO.1,DMSO.2,DMSO.3,JG1.1,JG1.2,JG1.3,M4.1,M4.2,M4.3
STM14_RS03200,281,216,382,294,273,490,336,298,272
STM14_RS03205,115,85,118,71,60,180,93,60,104
STM14_RS03210,124,74,128,74,29,106,106,63,83
STM14_RS03215,88,35,44,8,38,23,83,33,72
STM14_RS03220,70,56,28,27,16,28,66,22,44
STM14_RS03225,302,258,215,192,88,283,235,198,270
STM14_RS03230,267,127,111,52,84,75,126,80,157
STM14_RS03235,116,64,50,56,50,44,74,59,68
STM14_RS03240,1695,1586,1552,1216,1330,1899,1182,1178,882
STM14_RS03245,296,391,664,447,320,769,180,178,283
STM14_RS03250,120,113,145,91,80,241,124,62,104
STM14_RS03255,154,83,195,135,166,177,100,150,91
STM14_RS03260,102,83,98,108,89,139,77,72,97
STM14_RS03265,57,37,58,36,53,51,32,37,75
STM14_RS03270,182,87,115,64,76,95,114,74,288
STM14_RS03275,938,536,747,475,539,712,718,660,2232
STM14_RS03280,95,101,116,47,152,108,152,166,1108
STM14_RS03285,787,726,624,427,405,519,1288,546,1738
STM14_RS03290,7111,7063,5178,4816,6222,5713,6186,5689,4697
STM14_RS03295,4722,4721,4504,4344,6382,5636,4225,5029,5519
STM14_RS03300,545,421,545,398,245,499,631,312,1128
STM14_RS03305,151,136,150,75,74,152,160,115,307
STM14_RS03310,423,221,313,115,69,223,331,104,810
STM14_RS03315,389,213,341,223,163,315,381,293,656
STM14_RS03320,3150,2376,2632,2705,2816,2662,2900,2995,4765
STM14_RS03325,545,323,531,154,135,244,344,138,306
STM14_RS03330,301,175,136,56,73,74,179,69,222
STM14_RS03335,80,82,71,64,52,64,82,60,75
STM14_RS03340,352,201,209,144,109,182,284,143,391
STM14_RS03345,199,136,105,80,69,85,180,91,209
STM14_RS03350,268,118,175,108,107,125,273,165,260
STM14_RS03355,29,20,38,6,19,12,42,15,24
STM14_RS03360,448,165,122,40,63,100,244,56,228
STM14_RS03365,24,20,24,10,8,14,42,12,44
STM14_RS03370,51,40,14,10,12,17,86,34,58
STM14_RS03390,73,85,131,49,37,121,139,56,455
STM14_RS03395,22,23,34,13,28,19,58,25,148
STM14_RS03400,50,32,83,17,22,98,112,26,167
STM14_RS03410,568,280,177,177,185,136,580,251,402
STM14_RS03415,233,111,124,116,119,67,313,163,230
STM14_RS03420,586,392,500,601,675,756,1151,489,877
STM14_RS03425,1219,2965,427,940,1600,1263,8558,538,1799
STM14_RS03430,98,138,24,38,57,70,723,25,155
STM14_RS03435,124,308,88,88,134,126,897,48,328
STM14_RS03440,1114,912,754,816,887,833,1354,1269,1716
STM14_RS03445,2311,2173,1440,1266,1461,1170,2229,1627,2069
STM14_RS03450,1208,989,696,514,941,657,1259,1150,1245
STM14_RS03455,3527,2221,1514,2126,3334,1883,4792,6693,3533
STM14_RS03460,1402,986,1027,582,656,1051,1673,1220,1752
STM14_RS03465,16133,9065,3668,7829,13820,5684,4652,5841,5928
STM14_RS03470,6834,3676,2075,4077,7618,3202,1401,2290,2929
STM14_RS03475,4546,4343,2567,2884,5813,3950,1166,1558,1529
STM14_RS03480,1610,1587,1566,1374,3228,2355,344,640,869
STM14_RS03485,1186,1474,1026,899,2012,1564,258,422,579
STM14_RS03490,889,1024,578,387,783,808,276,274,446
STM14_RS03495,2416,3780,4694,17859,14772,25879,2080,3808,2557
STM14_RS03500,704,627,708,4533,3298,6051,564,494,616
STM14_RS03505,1068,1232,1128,11622,10797,16784,1147,1171,1059
STM14_RS03510,902,486,579,5637,6152,12124,944,512,931
STM14_RS03515,1642,738,870,3790,3167,7276,1177,614,1148
STM14_RS03520,2761,1772,1643,7267,5175,11563,3235,4455,4048
STM14_RS03525,684,684,701,598,695,727,582,529,1118
STM14_RS03530,4509,8187,8755,1087,928,4791,2484,2936,4659
STM14_RS03535,2849,2221,3679,849,709,2234,1289,1729,1488
STM14_RS03540,346,359,645,82,135,574,130,337,277
STM14_RS03545,7384,11443,17747,4807,4715,22909,1790,7053,5633
STM14_RS03550,2664,1919,1577,1092,937,1259,2375,1664,5537
STM14_RS03555,962,753,1032,432,387,781,814,810,1586
STM14_RS03560,1104,737,1302,409,374,796,744,943,1411
STM14_RS03565,3716,892,2805,1276,940,2079,1527,955,1885
STM14_RS03570,1179,668,904,411,337,630,997,612,1009
STM14_RS03575,5771,2618,4678,2005,1852,2956,2359,2207,2641
STM14_RS03580,1531,2406,2646,425,350,1228,1108,2075,2193
STM14_RS03585,1664,2468,4335,616,551,2616,710,2050,2235
STM14_RS03590,1742,3015,5370,1004,873,3707,466,1781,1648
STM14_RS03595,1230,1539,3305,752,485,2351,265,1052,1116
STM14_RS03600,732,717,1702,261,277,992,148,447,608
STM14_RS03605,28925,29473,53610,25855,23605,37243,21376,24492,17072
STM14_RS03610,2072,1216,2334,1111,873,1877,1626,688,802
STM14_RS03615,3112,1773,4376,1292,952,2896,3013,1103,2005
STM14_RS03620,1466,950,1006,863,1377,952,1367,1304,1442
STM14_RS03625,488,418,393,327,283,401,386,283,488
STM14_RS03630,949,491,585,427,315,731,801,337,1261
STM14_RS03635,1132,618,565,400,458,502,1144,378,1879
STM14_RS03640,7063,7712,6203,5491,6202,6410,6642,9878,6161
STM14_RS03645,37734,49294,39003,45541,41828,62543,51023,55774,68227
STM14_RS03650,3832,4246,3148,2469,2982,3197,7505,3609,4637
STM14_RS03655,20,19,19,11,8,31,39,23,32
STM14_RS03660,439,334,452,327,258,419,469,298,533
STM14_RS03665,164,163,143,88,111,123,162,96,174
STM14_RS03670,1263,1167,1124,788,964,958,1478,1717,932
STM14_RS03675,18851,22290,20948,32214,47199,36253,20409,30569,16958
STM14_RS03680,4306,2424,1820,3781,4324,2767,6092,5527,5159
STM14_RS03685,3020,1368,1292,1295,1624,1683,2877,1776,3036
STM14_RS03690,12970,6747,11458,9505,12608,19614,10464,11058,14461
STM14_RS03695,1152,774,752,476,564,792,952,543,959
STM14_RS03700,62,42,61,52,106,38,52,83,118
STM14_RS03705,38,14,34,24,32,32,21,19,37
STM14_RS03710,93,69,121,78,128,172,120,112,115
STM14_RS03715,99,37,139,66,101,108,100,72,109
STM14_RS03720,33,12,28,12,16,37,31,28,32
STM14_RS03725,100,46,56,30,46,42,93,74,76
STM14_RS03730,869,719,488,313,501,423,792,643,924
STM14_RS03735,289,363,254,167,227,216,364,344,429
STM14_RS03740,284,149,177,65,126,111,220,158,260
STM14_RS03745,1403,1711,1018,454,1624,1312,1233,1070,1503
STM14_RS03750,233521,175936,60816,108055,167710,80168,113671,108573,77343
STM14_RS03755,1300,1009,984,783,866,799,1319,768,1626
STM14_RS03760,2444,1696,2116,1854,1840,2399,2063,1857,2581
STM14_RS03765,1085,630,549,647,1029,730,962,638,818
STM14_RS03770,6824,6405,6877,7262,8320,6889,6268,7193,9043
STM14_RS03775,2477,1270,939,731,948,797,2910,2022,3904
STM14_RS03780,2577,1716,1615,1119,1145,1220,1895,1587,2882
STM14_RS03785,10731,9315,3389,3666,7141,3358,9757,6869,5008
STM14_RS03790,3775,3579,3348,2460,2741,4065,4145,2912,8199
STM14_RS03795,4113,3722,3697,3479,3766,4494,4323,3600,6947
STM14_RS03800,1558,1216,1122,1088,1299,1871,1494,1480,3660
STM14_RS03805,1304,891,993,690,693,1188,1769,959,5298
STM14_RS03810,1671,1397,1556,1193,1019,1749,1810,1153,3430
STM14_RS03815,2426,1912,1796,1530,1516,2320,2298,1495,3684
STM14_RS03825,1029,722,975,715,649,1069,1008,582,1019
STM14_RS03830,459,465,441,299,386,516,544,416,852
STM14_RS03835,507,224,388,183,174,483,647,450,1917
STM14_RS03840,2184,1139,2104,1599,1452,2152,3514,2884,7518
STM14_RS03845,3887,3482,3770,3611,3739,5014,5264,5053,8097
STM14_RS03850,11689,9821,11387,9865,12174,13205,13852,17864,26198
STM14_RS03855,130,54,76,48,84,56,66,55,89
STM14_RS03860,198,105,138,103,78,74,149,93,113
STM14_RS03865,2306,1292,1285,644,670,826,1901,748,2085
STM14_RS03870,2761,2613,3335,2066,2307,3057,2770,2237,2668
STM14_RS03875,5551,3611,3004,2823,5131,4174,7846,7886,4355
STM14_RS03880,1395,1034,921,564,948,860,2026,1286,1464
STM14_RS03885,65,22,50,18,24,27,53,34,49
STM14_RS03890,163,169,166,125,122,184,213,178,217
STM14_RS03895,105,74,53,40,37,71,78,65,137
STM14_RS03900,432,353,362,272,224,346,427,275,494
STM14_RS03905,617,355,408,239,287,280,597,339,774
STM14_RS03910,2670,1884,4944,2087,1596,4231,2105,1451,2278
STM14_RS03915,2755,2680,6111,4273,3515,6300,2054,3014,2564
STM14_RS03920,13195,10362,19778,11843,8460,13229,8040,12649,12635
STM14_RS03925,9654,8663,20132,10727,7943,12912,7928,9720,8972
STM14_RS03930,12943,10886,28652,16662,10791,21176,9254,10432,11494
STM14_RS03935,55555,53447,73414,56594,51747,68317,36367,45408,20119
STM14_RS03940,3756,2711,3488,1878,1736,2989,4367,3337,8237
STM14_RS03945,5393,4399,5195,3777,3396,5310,8439,7285,11749
STM14_RS03950,2677,2098,2914,2253,1990,3003,3742,3549,3361
STM14_RS03955,6485,6404,8265,6821,7118,9566,8925,10986,8494
STM14_RS03960,6346,6559,6315,5911,7292,8020,6410,7606,7845
STM14_RS03965,4339,1828,3401,3228,4150,4060,2428,3019,3299
STM14_RS03970,1081,683,1004,530,432,899,702,297,597
STM14_RS04010,4399,4687,5096,4765,5622,5575,3608,6006,3948
STM14_RS04015,2295,2218,1710,1178,1483,1541,2739,1929,3220
STM14_RS04020,3787,3032,3735,3026,2864,3673,4230,3080,5037
STM14_RS04025,5700,5349,5618,5919,6255,6184,5736,5527,5131
STM14_RS04030,7770,7107,6026,7760,9705,7554,7145,8392,4539
STM14_RS04035,20025,17724,23521,25557,23306,21806,14565,21347,13419
STM14_RS04040,11485,10849,9511,9926,10499,10786,11017,12322,12675
STM14_RS04045,1755,1937,1973,912,698,681,998,715,936
STM14_RS04050,676,641,795,361,360,492,632,422,445
STM14_RS04055,1999,1519,2469,1659,1182,2552,1889,1376,1583
STM14_RS04060,570,425,838,544,563,951,530,509,552
STM14_RS04065,850,691,1321,921,834,1490,1033,1076,1321
STM14_RS04070,1889,1149,1773,1133,1298,1790,1754,1210,2720
STM14_RS04075,13577,12685,8055,7887,9774,8423,10739,7964,8885
STM14_RS04080,5505,4257,4058,2973,3416,4924,4286,2727,5249
STM14_RS04085,463,398,346,169,166,271,485,122,722
STM14_RS04090,813,508,773,531,619,749,734,689,1029
STM14_RS04095,5698,5746,4646,3631,3434,4616,4594,2962,5548
STM14_RS04100,11323,10836,9892,9183,9373,9505,11654,16135,15048
STM14_RS04105,568,905,1291,373,501,389,560,286,462
STM14_RS04110,843,2739,5615,926,1366,992,369,332,410
STM14_RS04115,1150,2799,5212,712,1422,1279,593,346,574
STM14_RS04125,936,529,989,897,843,1188,689,667,719
STM14_RS04130,1774,853,1460,1692,2287,2041,1777,1769,1740
STM14_RS04135,172,106,134,121,175,164,112,161,140
STM14_RS04140,353,213,265,239,286,347,297,233,389
STM14_RS04145,199,66,128,127,160,121,142,154,212
STM14_RS04150,5,4,8,4,4,6,6,7,2
STM14_RS04155,649,372,500,266,638,476,874,740,876
STM14_RS04160,728,457,389,311,410,495,866,707,2006
STM14_RS04165,3957,2457,861,518,618,400,2301,1369,4964
STM14_RS04170,5396,4977,6607,5145,5737,9345,4094,5734,3707
STM14_RS04175,2751,1991,3475,3088,3348,4410,1987,2770,2722
STM14_RS04180,5166,4502,8108,6063,5500,9448,5250,6302,5006
STM14_RS04185,1657,779,1808,1049,973,1789,1378,1088,1835
STM14_RS04190,212,115,58,32,44,35,218,58,184
STM14_RS04195,1110,691,461,259,369,424,1098,442,1019
STM14_RS04200,293,321,334,269,231,401,233,237,268
STM14_RS04205,209,138,150,102,105,127,139,80,145
STM14_RS04210,104,137,71,34,51,58,98,65,88
STM14_RS04215,72,63,58,26,51,60,54,53,52
STM14_RS04220,78,107,66,35,65,69,81,74,54
STM14_RS04225,51,32,80,26,37,33,37,58,61
STM14_RS04230,75,88,98,62,72,123,91,89,118
STM14_RS04235,204,210,195,131,138,219,163,194,168
STM14_RS04240,75,98,116,103,66,109,93,90,92
STM14_RS04245,290,266,322,195,145,277,255,254,331
STM14_RS04250,821,431,386,259,282,386,451,219,347
STM14_RS04255,2611,1790,2286,1679,1279,2237,1968,1478,2234
STM14_RS04260,3794,2523,4583,2254,1522,3738,2698,1442,2710
STM14_RS04265,163334,193498,240302,238372,215420,227551,117615,244927,117989
STM14_RS04275,34533,38688,46638,28512,24099,42019,18870,21191,25671
STM14_RS04280,14670,19733,30850,18721,15500,30806,10685,17921,19486
STM14_RS04285,35982,30828,72723,41024,36710,72646,25188,48252,61589
STM14_RS04290,12590,16132,23301,13805,12944,26945,10003,19214,21196
STM14_RS04295,52705,77371,125556,88072,60567,208441,32888,115868,107791
STM14_RS04300,21007,25459,44037,31464,17558,83964,9837,34188,41833
STM14_RS04305,18497,22092,41565,25902,12831,80036,7178,24665,35478
STM14_RS04310,18639,18409,40759,24726,12570,76693,6524,22041,31648
